unix_ts,V,I,f,DPF,APF,P,Pt,Q,Qt,S,St
1394773620,120.8,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192582
1394773680,121.3,0.0,60.06,0.71,0.05,0,20540,0,2093,9,192582
1394773740,121.1,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192582
1394773800,120.2,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192582
1394773860,120.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192583
1394773920,120.3,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192583
1394773980,119.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192583
1394774040,119.9,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192583
1394774100,119.8,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192583
1394774160,119.9,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192583
1394774220,119.8,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192583
1394774280,120.0,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192584
1394774340,119.8,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192584
1394774400,119.9,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192584
1394774460,119.9,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192584
1394774520,120.0,0.0,60.06,1.0,0.0,0,20540,0,2093,9,192584
1394774580,120.3,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192584
1394774640,120.0,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192585
1394774700,119.8,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192585
1394774760,119.8,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192585
1394774820,120.5,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192585
1394774880,120.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192585
1394774940,120.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192585
1394775000,120.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192586
1394775060,120.9,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192586
1394775120,120.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192586
1394775180,120.7,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192586
1394775240,120.8,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192586
1394775300,120.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192586
1394775360,120.7,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192587
1394775420,120.9,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192587
1394775480,120.9,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192587
1394775540,121.2,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192587
1394775600,120.9,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192587
1394775660,120.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192587
1394775720,120.5,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192587
1394775780,120.7,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192588
1394775840,121.0,0.0,60.06,1.0,0.0,0,20540,0,2093,10,192588
1394775900,121.1,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192588
1394775960,121.0,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192588
1394776020,121.2,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192588
1394776080,121.5,0.0,60.06,1.0,0.0,0,20540,0,2093,9,192588
1394776140,121.7,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192589
1394776200,121.4,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192589
1394776260,121.5,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192589
1394776320,121.4,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192589
1394776380,121.7,0.0,60.0,1.0,0.05,0,20540,0,2093,10,192589
1394776440,121.7,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192589
1394776500,121.9,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192590
1394776560,121.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192590
1394776620,121.8,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192590
1394776680,122.0,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192590
1394776740,121.9,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192590
1394776800,122.1,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192590
1394776860,122.0,0.0,60.12,0.71,0.05,0,20540,0,2093,9,192591
1394776920,121.8,0.0,60.0,0.71,0.05,0,20540,0,2093,10,192591
1394776980,121.8,0.0,60.0,1.0,0.0,0,20540,0,2093,10,192591
1394777040,122.0,0.0,60.0,1.0,0.05,0,20540,0,2093,10,192591
1394777100,122.0,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192591
1394777160,121.7,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192591
1394777220,121.9,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192592
1394777280,121.8,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192592
1394777340,121.6,0.0,60.06,1.0,0.05,0,20540,0,2093,9,192592
1394777400,121.9,0.0,60.0,1.0,0.05,0,20540,0,2093,10,192592
1394777460,122.3,0.0,60.12,1.0,0.05,0,20540,0,2093,9,192592
1394777520,122.3,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192592
1394777580,122.5,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192593
1394777640,122.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192593
1394777700,122.0,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192593
1394777760,122.2,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192593
1394777820,122.3,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192593
1394777880,122.2,0.0,60.06,1.0,0.05,0,20540,0,2093,10,192593
1394777940,122.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192594
1394778000,122.3,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192594
1394778060,122.0,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192594
1394778120,121.8,0.0,60.06,1.0,0.0,0,20540,0,2093,10,192594
1394778180,122.1,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192594
1394778240,121.8,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192594
1394778300,122.0,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192594
1394778360,122.0,0.0,60.12,1.0,0.05,0,20540,0,2093,9,192595
1394778420,122.2,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192595
1394778480,122.2,0.0,60.0,1.0,0.0,0,20540,0,2093,10,192595
1394778540,122.1,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192595
1394778600,122.3,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192595
1394778660,122.3,0.0,60.06,1.0,0.0,0,20540,0,2093,9,192595
1394778720,122.0,0.0,60.0,0.71,0.05,0,20540,0,2093,10,192596
1394778780,122.4,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192596
1394778840,122.3,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192596
1394778900,122.1,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192596
1394778960,122.1,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192596
1394779020,122.2,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192596
1394779080,122.3,0.0,60.06,1.0,0.05,0,20540,0,2093,9,192597
1394779140,122.3,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192597
1394779200,120.9,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192597
1394779260,120.8,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192597
1394779320,121.0,0.0,60.12,1.0,0.0,0,20540,0,2093,9,192597
1394779380,121.1,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192597
1394779440,121.1,0.0,60.06,1.0,0.05,0,20540,0,2093,9,192598
1394779500,121.1,0.0,60.12,1.0,0.05,0,20540,0,2093,9,192598
1394779560,121.3,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192598
1394779620,121.3,0.0,60.06,0.71,0.05,0,20540,0,2093,9,192598
1394779680,121.2,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192598
1394779740,121.1,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192598
1394779800,121.0,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192599
1394779860,121.0,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192599
1394779920,120.8,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192599
1394779980,120.8,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192599
1394780040,120.7,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192599
1394780100,120.9,0.0,60.0,1.0,0.0,0,20540,0,2093,10,192599
1394780160,120.9,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192600
1394780220,121.1,0.0,60.0,1.0,0.0,0,20540,0,2093,10,192600
1394780280,121.0,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192600
1394780340,121.1,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192600
1394780400,121.1,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192600
1394780460,121.1,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192600
1394780520,121.0,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192600
1394780580,121.2,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192601
1394780640,121.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192601
1394780700,121.3,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192601
1394780760,121.1,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192601
1394780820,121.5,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192601
1394780880,121.1,0.0,60.0,0.71,0.05,0,20540,0,2093,10,192601
1394780940,121.0,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192602
1394781000,121.2,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192602
1394781060,120.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192602
1394781120,120.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192602
1394781180,120.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192602
1394781240,120.7,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192602
1394781300,120.3,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192603
1394781360,120.5,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192603
1394781420,120.8,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192603
1394781480,120.3,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192603
1394781540,120.6,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192603
1394781600,120.5,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192603
1394781660,120.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192604
1394781720,120.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192604
1394781780,120.6,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192604
1394781840,120.8,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192604
1394781900,120.7,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192604
1394781960,120.9,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192604
1394782020,120.8,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192605
1394782080,120.7,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192605
1394782140,121.1,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192605
1394782200,120.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192605
1394782260,120.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192605
1394782320,120.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192605
1394782380,120.7,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192605
1394782440,120.2,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192606
1394782500,120.2,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192606
1394782560,120.4,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192606
1394782620,120.4,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192606
1394782680,120.1,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192606
1394782740,120.2,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192606
1394782800,120.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192607
1394782860,120.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192607
1394782920,120.5,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192607
1394782980,120.3,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192607
1394783040,120.4,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192607
1394783100,120.7,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192607
1394783160,120.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192608
1394783220,120.8,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192608
1394783280,120.8,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192608
1394783340,120.9,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192608
1394783400,120.7,0.0,60.06,1.0,0.05,0,20540,0,2093,9,192608
1394783460,120.9,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192608
1394783520,120.9,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192609
1394783580,120.9,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192609
1394783640,120.8,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192609
1394783700,120.8,0.0,59.93,1.0,0.0,0,20540,0,2093,9,192609
1394783760,120.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192609
1394783820,120.9,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192609
1394783880,120.7,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192610
1394783940,120.9,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192610
1394784000,120.8,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192610
1394784060,121.0,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192610
1394784120,121.0,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192610
1394784180,120.9,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192610
1394784240,120.9,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192610
1394784300,121.0,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192611
1394784360,120.8,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192611
1394784420,121.2,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192611
1394784480,121.2,0.0,60.06,1.0,0.0,0,20540,0,2093,10,192611
1394784540,121.2,0.0,60.0,1.0,0.05,0,20540,0,2093,10,192611
1394784600,121.2,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192611
1394784660,121.0,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192612
1394784720,121.0,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192612
1394784780,121.0,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192612
1394784840,121.1,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192612
1394784900,120.9,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192612
1394784960,121.1,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192612
1394785020,121.3,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192613
1394785080,121.0,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192613
1394785140,121.0,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192613
1394785200,121.2,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192613
1394785260,121.0,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192613
1394785320,120.9,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192613
1394785380,121.0,0.0,60.06,1.0,0.0,0,20540,0,2093,9,192614
1394785440,121.2,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192614
1394785500,121.2,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192614
1394785560,121.2,0.0,60.0,1.0,0.05,0,20540,0,2093,10,192614
1394785620,121.4,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192614
1394785680,121.4,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192614
1394785740,121.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192615
1394785800,121.5,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192615
1394785860,121.4,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192615
1394785920,121.3,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192615
1394785980,121.4,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192615
1394786040,121.4,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192615
1394786100,121.3,0.0,60.0,0.71,0.05,0,20540,0,2093,10,192615
1394786160,121.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192616
1394786220,121.4,0.0,60.0,1.0,0.05,0,20540,0,2093,10,192616
1394786280,121.2,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192616
1394786340,121.3,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192616
1394786400,121.3,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192616
1394786460,121.2,0.0,60.0,0.71,0.05,0,20540,0,2093,10,192616
1394786520,121.3,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192617
1394786580,121.3,0.0,60.0,1.0,0.0,0,20540,0,2093,10,192617
1394786640,121.3,0.0,60.0,1.0,0.05,0,20540,0,2093,10,192617
1394786700,121.4,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192617
1394786760,121.4,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192617
1394786820,121.4,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192617
1394786880,121.4,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192618
1394786940,121.4,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192618
1394787000,121.2,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192618
1394787060,121.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192618
1394787120,121.3,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192618
1394787180,121.4,0.0,60.0,1.0,0.0,0,20540,0,2093,10,192618
1394787240,121.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192619
1394787300,121.6,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192619
1394787360,121.7,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192619
1394787420,121.8,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192619
1394787480,121.8,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192619
1394787540,121.8,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192619
1394787600,121.7,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192620
1394787660,121.6,0.0,60.0,1.0,0.05,0,20540,0,2093,10,192620
1394787720,121.5,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192620
1394787780,121.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192620
1394787840,121.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192620
1394787900,121.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192620
1394787960,121.6,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192621
1394788020,121.6,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192621
1394788080,121.8,0.0,60.0,0.71,0.05,0,20540,0,2093,10,192621
1394788140,121.8,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192621
1394788200,121.7,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192621
1394788260,121.7,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192621
1394788320,121.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192621
1394788380,121.7,0.0,60.06,1.0,0.0,0,20540,0,2093,9,192622
1394788440,121.6,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192622
1394788500,121.7,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192622
1394788560,121.7,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192622
1394788620,121.8,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192622
1394788680,121.9,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192622
1394788740,121.9,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192623
1394788800,121.7,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192623
1394788860,121.7,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192623
1394788920,121.7,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192623
1394788980,121.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192623
1394789040,121.6,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192623
1394789100,121.4,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192624
1394789160,121.6,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192624
1394789220,121.7,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192624
1394789280,121.3,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192624
1394789340,121.4,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192624
1394789400,121.2,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192624
1394789460,121.3,0.0,60.0,1.0,0.05,0,20540,0,2093,10,192625
1394789520,121.3,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192625
1394789580,121.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192625
1394789640,121.3,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192625
1394789700,121.2,0.0,60.0,1.0,0.0,0,20540,0,2093,10,192625
1394789760,121.6,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192625
1394789820,121.5,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192626
1394789880,121.3,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192626
1394789940,121.4,0.0,60.0,1.0,0.05,0,20540,0,2093,10,192626
1394790000,121.4,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192626
1394790060,121.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192626
1394790120,121.5,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192626
1394790180,121.5,0.0,60.0,1.0,0.05,0,20540,0,2093,10,192627
1394790240,121.5,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192627
1394790300,121.4,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192627
1394790360,121.1,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192627
1394790420,121.1,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192627
1394790480,121.2,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192627
1394790540,121.2,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192627
1394790600,121.2,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192628
1394790660,121.2,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192628
1394790720,121.4,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192628
1394790780,121.6,0.0,60.0,1.0,0.05,0,20540,0,2093,10,192628
1394790840,121.6,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192628
1394790900,121.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192628
1394790960,121.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192629
1394791020,121.5,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192629
1394791080,121.7,0.0,60.06,1.0,0.05,0,20540,0,2093,9,192629
1394791140,121.6,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192629
1394791200,121.8,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192629
1394791260,121.6,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192629
1394791320,121.7,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192630
1394791380,121.5,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192630
1394791440,121.3,0.0,60.0,1.0,0.05,0,20540,0,2093,10,192630
1394791500,121.5,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192630
1394791560,121.4,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192630
1394791620,121.4,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192630
1394791680,121.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192631
1394791740,121.2,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192631
1394791800,121.1,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192631
1394791860,121.5,0.0,60.0,1.0,0.05,0,20540,0,2093,10,192631
1394791920,121.2,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192631
1394791980,121.4,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192631
1394792040,121.1,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192632
1394792100,121.3,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192632
1394792160,121.4,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192632
1394792220,121.6,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192632
1394792280,121.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192632
1394792340,121.3,0.0,60.0,1.0,0.05,0,20540,0,2093,10,192632
1394792400,121.7,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192633
1394792460,121.4,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192633
1394792520,121.3,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192633
1394792580,121.4,0.0,60.0,1.0,0.05,0,20540,0,2093,10,192633
1394792640,121.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192633
1394792700,121.7,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192633
1394792760,121.7,0.0,60.12,1.0,0.05,0,20540,0,2093,9,192633
1394792820,121.7,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192634
1394792880,121.5,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192634
1394792940,121.7,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192634
1394793000,121.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192634
1394793060,121.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192634
1394793120,121.4,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192634
1394793180,121.5,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192635
1394793240,121.5,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192635
1394793300,121.3,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192635
1394793360,121.5,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192635
1394793420,121.5,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192635
1394793480,121.7,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192635
1394793540,121.6,0.0,60.0,0.71,0.05,0,20540,0,2093,10,192636
1394793600,121.7,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192636
1394793660,121.8,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192636
1394793720,121.9,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192636
1394793780,122.0,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192636
1394793840,122.0,0.0,60.12,1.0,0.0,0,20540,0,2093,10,192636
1394793900,121.5,0.0,60.0,0.71,0.05,0,20540,0,2093,9,192637
1394793960,121.7,0.0,60.06,1.0,0.0,0,20540,0,2093,9,192637
1394794020,121.8,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192637
1394794080,122.1,0.0,60.06,1.0,0.0,0,20540,0,2093,10,192637
1394794140,122.0,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192637
1394794200,122.1,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192637
1394794260,121.9,0.0,60.0,1.0,0.0,0,20540,0,2093,9,192638
1394794320,121.9,0.0,60.0,1.0,0.0,0,20540,0,2093,10,192638
1394794380,121.5,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192638
1394794440,121.6,0.0,60.0,1.0,0.0,0,20540,0,2093,10,192638
1394794500,121.7,0.0,60.0,1.0,0.05,0,20540,0,2093,9,192638
