proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,'ct_src_ ltm',ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,Label
tcp,FIN,1.361973,1684,10168,31,29,3,5,http,9186.671875,56412.27734,14,18,255,255,693048275,2891131678,120,565,1,3924,9971.286566,8728.025106,1421940465,1421940467,104.74131,80.083412,0.000718,0.00055,0.000168,0,0,1,0,0,3,3,3,3,1,1,1,0
udp,CON,0.001042,146,178,31,29,0,0,-,560460.625,683301.3125,2,2,0,0,0,0,73,89,0,0,0,0,1421934546,1421934546,0.011,0.008,0,0,0,0,0,0,0,0,3,7,3,3,2,1,1,0
tcp,FIN,0.572528,424,8824,31,29,1,4,ftp-data,5184.025879,113028.5313,8,12,255,255,2041309231,670789521,53,735,0,0,4961.031883,3946.159289,1421946654,1421946654,81.739717,52.003544,0.000613,0.000482,0.000131,0,0,0,0,0,3,5,2,4,1,1,1,0
tcp,FIN,0.028632,2958,32330,31,29,7,18,-,809444,8852752,48,50,255,255,2157015092,33148564,62,647,0,0,38.778717,36.617955,1421936323,1421936323,0.614543,0.572714,0.000725,0.000564,0.000161,0,0,0,0,0,5,6,4,2,1,1,1,0
tcp,FIN,0.142331,2024,4312,31,29,6,6,-,109041.5938,232303.5625,24,24,255,255,932176379,932491473,84,180,0,0,439.726404,12.686941,1421934803,1421934804,6.170043,6.162609,0.000756,0.00058,0.000176,0,0,0,0,0,2,4,2,3,1,1,1,0
tcp,FIN,0.224015,4616,2768,31,29,7,7,-,157382.3125,94743.65625,22,24,255,255,1277847768,1281026105,210,115,0,0,818.039017,22.551738,1421938780,1421938781,10.652143,9.717044,0.000652,0.000519,0.000133,0,0,0,0,0,5,6,2,1,1,1,1,0
udp,CON,0.001033,130,162,31,29,0,0,dns,503388.2188,627299.1875,2,2,0,0,0,0,65,81,0,0,0,0,1421935264,1421935264,0.011,0.01,0,0,0,0,0,0,0,0,4,3,7,2,2,1,1,0
udp,CON,0.001076,146,178,31,29,0,0,-,542750.9375,661710,2,2,0,0,0,0,73,89,0,0,0,0,1421955368,1421955368,0.012,0.008,0,0,0,0,0,0,0,0,22,8,4,4,2,1,1,0
udp,CON,0.004699,568,304,31,29,0,0,-,725260.6875,388167.6875,4,4,0,0,0,0,142,76,0,0,1.761405,1.507552,1421953259,1421953259,1.252,1.073,0,0,0,0,0,0,0,0,7,5,4,4,1,1,3,0
tcp,FIN,0.028794,37914,3380,31,29,19,8,smtp,10338821,916857.6875,54,42,255,255,1071226353,1072274408,702,80,0,0,33.376128,1.130058,1421952653,1421952653,0.547212,0.688951,0.000677,0.000543,0.000134,0,0,0,0,0,1,2,2,3,1,1,1,0
udp,CON,0.001585,544,304,31,29,0,0,-,2059306,1150788.625,4,4,0,0,0,0,136,76,0,0,0.570164,0.267052,1421937215,1421937215,0.408667,0.192333,0,0,0,0,0,0,0,0,7,12,6,8,1,1,4,0
tcp,FIN,0.099897,3614,49590,31,29,7,24,-,284613.1563,3907304.75,60,62,255,255,2049789273,2079559601,60,800,0,0,0,90.379651,1421933735,1421933735,1.687559,1.628754,0.000661,0.000539,0.000122,0,0,0,0,0,13,12,2,3,1,1,1,0
tcp,FIN,0.049063,424,8824,31,29,1,4,ftp-data,60493.64844,1318957.25,8,12,255,255,1255546241,3507753565,53,735,0,0,568.20258,438.531483,1421953598,1421953599,6.962143,4.396546,0.000852,0.000695,0.000157,0,0,0,0,0,5,4,5,3,1,1,3,0
udp,CON,0.002607,528,304,31,29,0,0,-,1215189.875,699654.75,4,4,0,0,0,0,132,76,0,0,1.041569,0.713473,1421947757,1421947757,0.743,0.51,0,0,0,0,0,0,0,0,7,9,4,4,1,1,3,0
tcp,FIN,0.004971,4528,2456,31,29,7,7,-,6883122,3733655.25,18,18,255,255,697781273,701063791,252,136,0,0,13.487647,0.348499,1421948068,1421948068,0.273706,0.260941,0.000732,0.000531,0.000201,0,0,0,0,0,18,5,6,6,1,1,3,0
arp,CON,0,84,138,0,0,0,0,-,8.910183,14.638159,3,3,0,0,0,0,28,46,0,0,1209.953375,1209.997375,1421948883,1421948933,25139.688,25139.692,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0
tcp,FIN,1.118839,1684,10064,31,29,3,5,http,11183.02051,67462.78906,14,16,255,255,3648862249,1500335386,120,629,1,3924,9170.883817,8681.399943,1421947303,1421947304,85.965998,74.551067,0.000724,0.000568,0.000156,0,0,1,0,0,2,3,4,2,2,1,1,0
udp,CON,0.062145,528,304,31,29,0,0,-,50977.55469,29350.71289,4,4,0,0,0,0,132,76,0,0,21.672822,10.86116,1421941481,1421941482,15.335,7.689,0,0,0,0,0,0,0,0,11,6,3,4,1,1,3,0
tcp,FIN,0.005094,4144,2456,31,29,7,7,-,6146839.5,3643502,18,18,255,255,4183633615,2041570251,230,136,0,0,13.889751,0.329022,1421941058,1421941058,0.281176,0.259176,0.000849,0.000684,0.000165,0,0,0,0,0,6,8,5,5,1,1,3,0
tcp,FIN,6.855755,42952,76642,31,29,125,169,-,50029.79297,89282.07031,548,586,255,255,3977172835,3977418919,78,131,0,0,1329.981811,1312.287875,1421945117,1421945123,12.532792,11.717174,0.001381,0.001205,0.000176,0,0,0,0,0,18,10,11,19,11,11,11,0
tcp,FIN,0.27586,1540,1644,31,29,4,4,-,41876.3125,45037.33594,16,18,255,255,432524568,2651350515,96,91,0,0,1087.065073,29.361771,1421948558,1421948558,18.368534,16.198,0.000619,0.000487,0.000132,0,0,0,0,0,10,7,4,5,4,1,4,0
tcp,FIN,1.01455,1684,10168,31,29,3,5,http,12332.56152,75730.125,14,18,255,255,1112332163,1113410533,120,565,1,3924,8766.319849,7674.521848,1421949611,1421949612,78.011305,59.648059,0.000668,0.000529,0.000139,0,0,1,0,0,1,1,3,1,1,1,1,0
tcp,FIN,1.879095,19306,1087890,31,29,2,370,-,81967.11719,4625341.5,362,746,255,255,299010697,299929788,53,1458,1,524288,282.139407,153.516155,1421945053,1421945055,5.204335,2.521541,0.000696,0.00054,0.000156,0,0,3,0,0,6,20,27,7,7,7,7,0
tcp,FIN,0.004238,1064,2260,31,29,4,4,-,1842378.375,3911278.75,12,12,255,255,4160315192,4160592615,89,188,0,0,17.699509,0.40495,1421953095,1421953095,0.354455,0.332545,0.000721,0.000569,0.000152,0,0,0,0,0,5,4,1,4,2,1,1,0
tcp,FIN,0.500876,7816,15118,31,29,30,32,-,123815.0703,239564.2813,122,126,255,255,796936110,2947530665,64,120,0,0,396.685604,391.294292,1421930372,1421930373,4.17065,4.002736,0.000674,0.000527,0.000147,0,0,0,0,0,7,9,4,6,1,1,2,0
tcp,FIN,0.020922,1540,1644,31,29,4,4,-,552146.0625,593824.6875,16,18,255,255,3502281360,3508069833,96,91,0,0,82.139751,2.273804,1421935835,1421935835,1.373667,1.202118,0.000609,0.000481,0.000128,0,0,0,0,0,10,10,6,10,6,1,6,0
tcp,FIN,0.013683,1540,1644,31,29,4,4,-,844259.3125,907988.0625,16,18,255,255,626919127,2783151724,96,91,0,0,61.687052,1.435067,1421953898,1421953898,0.891467,0.777647,0.000581,0.000457,0.000124,0,0,0,0,0,12,8,14,11,6,1,6,0
tcp,FIN,0.005796,2048,2410,31,29,6,7,-,2709454.75,3199448,24,26,255,255,1902609242,4048299353,85,93,0,0,14.26426,12.785137,1421936541,1421936541,0.23613,0.20748,0.000757,0.000598,0.000159,0,0,0,0,0,3,5,4,4,1,1,1,0
tcp,FIN,1.672752,1490,794,254,252,3,2,-,6532.946777,3419.514648,12,10,255,255,4025562805,230238464,124,79,0,0,8937.684377,241.418781,1421928121,1421928123,148.191364,177.520438,0.164925,0.075058,0.089867,0,1,0,0,0,4,1,1,3,1,1,1,0
tcp,FIN,1.004793,1580,10168,31,29,3,5,http,11536.7041,76465.5,12,18,255,255,1572437613,3723082809,132,565,1,0,9528.118449,7674.989062,1421953466,1421953467,91.309545,59.071532,0.000758,0.000572,0.000186,0,0,1,0,0,2,1,4,1,1,1,1,0
tcp,FIN,1.360695,2934,3742,31,29,11,15,ftp,16920.76563,21594.84766,52,54,255,255,1178500548,3365095685,56,69,0,0,2043.671475,61.630695,1421938924,1421938925,26.674,25.664037,0.000693,0.000498,0.000195,0,0,0,1,1,2,1,8,5,1,1,3,0
tcp,FIN,0.820316,424,8824,31,29,1,4,-,3618.11792,78886.67188,8,12,255,255,2914113285,3384524032,53,735,0,0,6924.52394,5494.914171,1421934224,1421934225,117.140719,74.525271,0.000698,0.000532,0.000166,0,0,0,0,0,6,9,2,1,1,1,1,0
tcp,FIN,2.776552,13558,548216,31,29,21,197,-,38900.04688,1575954.625,236,438,255,255,4035666987,4046021097,57,1252,0,0,4497.866294,3298.352512,1421933295,1421933297,11.813298,6.352611,0.000577,0.000458,0.000119,0,0,0,0,0,16,18,2,2,2,1,2,0
udp,CON,0.002416,146,178,31,29,0,0,dns,241721.8594,294702,2,2,0,0,0,0,73,89,0,0,0,0,1421947309,1421947309,0.011,0.004,0,0,0,0,0,0,0,0,3,3,1,4,1,1,1,0
tcp,FIN,0.025472,3806,50974,31,29,7,26,-,1176821.625,15766960,64,66,255,255,172403816,2338717553,59,772,0,0,21.511306,21.041022,1421952909,1421952909,0.399175,0.382969,0.000707,0.000575,0.000132,0,0,0,0,0,8,8,1,6,1,1,1,0
tcp,FIN,0.144878,3182,38534,31,29,7,20,-,172338.1094,2088433,52,54,255,255,3735984915,1676749463,61,714,0,0,152.501788,149.140039,1421945578,1421945578,2.83449,2.723415,0.00068,0.00053,0.00015,0,0,0,0,0,20,13,14,17,2,2,11,0
tcp,FIN,0.255925,4808,2768,31,29,7,7,-,144042.2031,82930.54688,24,24,255,255,1128292891,1131564016,200,115,0,0,821.146808,23.323742,1421944897,1421944897,11.112565,11.104131,0.000654,0.000526,0.000128,0,0,0,0,0,7,3,5,3,2,2,3,0
udp,CON,0.001028,146,178,31,29,0,0,dns,568093.375,692607,2,2,0,0,0,0,73,89,0,0,0,0,1421953874,1421953874,0.01,0.006,0,0,0,0,0,0,0,0,5,3,1,2,1,1,1,0
tcp,FIN,1.005922,1580,10168,31,29,3,5,http,11523.75684,76379.67969,12,18,255,255,946038587,3092440182,132,565,1,3924,9529.811765,7674.19531,1421935648,1421935649,91.408183,59.140294,0.000667,0.000533,0.000134,0,0,1,0,0,1,2,4,5,1,1,4,0
tcp,FIN,0.005119,4040,2456,31,29,7,7,-,5963664.5,3625708,18,18,255,255,3418883620,3422763315,224,136,0,0,14.136418,0.336531,1421945488,1421945488,0.281765,0.268235,0.000688,0.000554,0.000134,0,0,0,0,0,11,15,14,9,4,4,6,0
udp,INT,0.00001,264,0,60,0,0,0,dns,105600000,0,2,0,0,0,0,0,132,0,0,0,0,0,1421933493,1421933493,0.01,0,0,0,0,0,0,0,0,0,5,5,3,3,3,3,3,0
tcp,FIN,0.003489,528,8824,31,29,1,4,ftp-data,1091430.25,18547434,10,12,255,255,3798275742,1655626157,53,735,0,0,24.82503,17.948174,1421947174,1421947174,0.352444,0.272909,0.000608,0.000484,0.000124,0,0,0,0,0,3,3,5,5,1,1,4,0
tcp,CON,1.087804,1580,8948,31,30,3,4,http,10656.33203,59826.95703,12,11,255,255,1487919202,1488890393,132,813,1,3924,9556.61698,10036.54529,1421940986,1421940987,98.801182,108.731803,0.000622,0.000483,0.000139,0,0,1,0,0,1,2,1,1,1,1,1,0
tcp,FIN,0.030953,2766,28048,31,29,7,16,-,698866.0625,7091784.5,44,46,255,255,62003767,62301957,63,610,0,0,48.223557,47.498033,1421951728,1421951728,0.712326,0.706023,0.000722,0.000586,0.000136,0,0,0,0,0,2,6,2,3,1,1,1,0
tcp,FIN,0.005143,3768,2456,31,29,7,7,-,5536068.5,3608788.75,18,18,255,255,2906496096,2909714536,209,136,0,0,14.03752,0.33943,1421952803,1421952803,0.284235,0.259706,0.000859,0.000725,0.000134,0,0,0,0,0,10,18,6,5,1,1,3,0
tcp,FIN,2.15083,2786,3636,31,29,10,15,ftp,10157.93848,13267.43652,50,52,255,255,4059317719,4158680534,56,70,0,0,3010.714093,92.846906,1421937006,1421937009,43.886857,42.16359,0.000597,0.000482,0.000115,0,0,0,0,0,2,1,1,4,1,1,1,0
tcp,FIN,0.574758,37258,3276,31,29,18,8,smtp,508624.5,44470.89063,52,40,255,255,50571688,2272021044,717,82,0,0,933.191874,31.839268,1421950318,1421950318,11.262569,14.723257,0.000679,0.000547,0.000132,0,0,0,0,0,3,3,5,5,2,1,3,0
udp,CON,0.001085,146,178,31,29,0,0,dns,538248.875,656221.1875,2,2,0,0,0,0,73,89,0,0,0,0,1421947268,1421947268,0.004,0.008,0,0,0,0,0,0,0,0,3,4,2,2,1,1,1,0
tcp,FIN,0.794041,1540,1644,31,29,4,4,-,14548.36719,15646.54785,16,18,255,255,2116109402,2248093789,96,91,0,0,3651.202496,103.397398,1421927458,1421927458,52.909868,46.647648,0.001173,0.001021,0.000152,0,0,0,0,0,8,18,6,6,5,1,5,0
udp,CON,0.001079,130,162,31,29,0,0,dns,481927.7188,600556.125,2,2,0,0,0,0,65,81,0,0,0,0,1421941486,1421941486,0.01,0.008,0,0,0,0,0,0,0,0,1,3,1,3,1,1,1,0
tcp,FIN,0.016859,2766,24004,31,29,7,16,-,1283112.875,11143247,44,46,255,255,3075935583,937474196,63,522,0,0,22.295296,22.950761,1421935541,1421935541,0.384558,0.3628,0.000659,0.000529,0.00013,0,0,0,0,0,14,14,1,12,1,1,1,0
tcp,FIN,0.025242,2750,27602,31,29,7,16,-,851913.4375,8557800,44,46,255,255,2281168490,2292716129,63,600,0,0,0,43.89432,1421933578,1421933578,0.579419,0.562455,0.000616,0.00049,0.000126,0,0,0,0,0,8,10,2,3,1,1,1,0
tcp,FIN,0.023555,2934,3742,31,29,11,15,ftp,977457.0625,1247463.375,52,54,255,255,2277850762,2278927022,56,69,0,0,32.252462,0.783311,1421949638,1421949638,0.455667,0.43383,0.000707,0.000557,0.00015,0,0,0,1,1,1,1,4,10,1,1,4,0
udp,CON,0.001032,146,178,31,29,0,0,dns,565891.5,689922.5,2,2,0,0,0,0,73,89,0,0,0,0,1421952321,1421952321,0.009,0.008,0,0,0,0,0,0,0,0,6,2,4,6,3,2,2,0
udp,CON,0.000989,146,178,31,29,0,0,dns,590495.5,719919.125,2,2,0,0,0,0,73,89,0,0,0,0,1421947697,1421947697,0.006,0.005,0,0,0,0,0,0,0,0,5,1,3,5,2,1,1,0
tcp,FIN,0.543993,424,8824,31,29,1,4,ftp-data,5455.952637,118957.4141,8,12,255,255,936960951,1518634160,53,735,0,0,4750.101193,3777.965784,1421945152,1421945152,77.650998,49.406817,0.000644,0.000517,0.000127,0,0,0,0,0,2,2,11,10,3,3,7,0
tcp,FIN,0.242806,7814,14804,31,29,30,32,-,255347.8906,483908.9688,122,126,255,255,724238335,2870690890,64,117,0,0,169.371568,165.751814,1421944009,1421944009,2.05461,1.937928,0.000675,0.000561,0.000114,0,0,0,0,0,3,9,2,2,1,1,1,0
tcp,FIN,0.005547,2054,2478,31,29,6,6,-,2828195.25,3425274.75,22,24,255,255,798052869,2947877214,93,103,0,0,15.230349,13.053112,1421952506,1421952506,0.248048,0.217087,0.000695,0.000548,0.000147,0,0,0,0,0,2,3,3,2,2,1,2,0
tcp,FIN,0.605441,37428,3380,31,29,18,8,smtp,485054.7188,43604.58203,52,42,255,255,244522552,372954331,720,80,0,0,904.799283,28.841494,1421932032,1421932033,11.864137,14.752756,0.0007,0.000573,0.000127,0,0,0,0,0,1,1,1,3,1,1,1,0
tcp,FIN,0.030931,4222,63402,31,29,7,30,-,1076977.75,16176910,72,74,255,255,2684765396,2707854656,59,857,0,0,0,22.599585,1421928171,1421928171,0.430803,0.415904,0.000758,0.000566,0.000192,0,0,0,0,0,6,4,3,3,1,1,1,0
udp,CON,0.001088,146,178,31,29,0,0,dns,536764.6875,654411.75,2,2,0,0,0,0,73,89,0,0,0,0,1421949205,1421949205,0.011,0.009,0,0,0,0,0,0,0,0,1,3,5,1,1,1,1,0
tcp,FIN,13.200126,25264,1094788,31,29,38,390,-,15277.43066,662728.8125,450,858,255,255,1377503385,1396103673,56,1276,0,0,13235.79386,9588.598442,1421933233,1421933246,29.397953,15.400222,0.002318,0.002126,0.000192,0,0,0,0,0,15,12,3,4,1,1,1,0
udp,CON,0.00108,146,178,31,29,0,0,dns,540740.75,659259.3125,2,2,0,0,0,0,73,89,0,0,0,0,1421931099,1421931099,0.01,0.008,0,0,0,0,0,0,0,0,3,3,3,3,2,1,1,0
tcp,FIN,0.996385,2024,4416,31,29,6,6,-,15576.30859,34099.26953,24,26,255,255,2012918334,4158570536,84,170,0,0,3226.552177,90.451406,1421932232,1421932233,43.305784,39.834,0.000659,0.000534,0.000125,0,0,0,0,0,5,4,1,2,1,1,1,0
tcp,FIN,1.006006,1580,10168,31,29,3,5,http,11522.79395,76373.30469,12,18,255,255,2545651592,2542471221,132,565,1,3924,9529.938144,7675.80552,1421943314,1421943315,91.42373,59.145585,0.000667,0.000527,0.00014,0,0,1,0,0,1,3,5,3,1,1,2,0
tcp,FIN,2.896949,16446,961052,31,29,2,322,http,45269.69531,2649949.25,307,660,255,255,987107273,987963130,54,1456,1,524288,679.532382,419.406839,1421950656,1421950659,9.466023,4.395275,0.000572,0.000459,0.000113,0,0,1,0,0,1,3,3,2,1,1,1,0
udp,CON,0.001068,146,178,31,29,0,0,-,546816.5,666666.6875,2,2,0,0,0,0,73,89,0,0,0,0,1421934434,1421934434,0.012,0.008,0,0,0,0,0,0,0,0,13,13,4,3,1,1,1,0
udp,CON,0.001042,146,178,31,29,0,0,dns,560460.625,683301.3125,2,2,0,0,0,0,73,89,0,0,0,0,1421927965,1421927965,0.004,0.008,0,0,0,0,0,0,0,0,1,3,3,3,1,1,1,0
tcp,FIN,0.488812,3728,5474,31,29,7,7,ssh,59114.75,85857.14063,32,24,255,255,4290662257,4286692666,117,228,0,0,0,28.783248,1421949341,1421949341,15.768129,21.226305,0.000602,0.000476,0.000126,0,0,0,0,0,1,2,2,1,1,1,1,0
tcp,FIN,0.06215,2542,23278,31,29,7,14,-,319098.9375,2925052.25,40,42,255,255,3580679235,1431350165,64,554,0,0,90.529376,87.140425,1421944418,1421944418,1.584564,1.502171,0.000708,0.000556,0.000152,0,0,0,0,0,8,10,5,5,1,1,2,0
udp,CON,0.001699,536,304,31,29,0,0,-,1892878.125,1073572.625,4,4,0,0,0,0,134,76,0,0,0.62037,0.285442,1421952146,1421952146,0.444667,0.207333,0,0,0,0,0,0,0,0,7,9,4,7,1,1,2,0
tcp,FIN,0.2226,424,8824,31,29,1,4,-,13333.33301,290709.7813,8,12,255,255,1399500448,1496781977,53,735,0,0,2127.9185,1684.869515,1421934217,1421934218,31.75357,20.189091,0.000762,0.000514,0.000248,0,0,0,0,0,13,11,4,7,1,1,3,0
tcp,FIN,0.035579,2542,23122,31,29,7,14,-,557407.4375,5075353.5,40,42,255,255,2150201999,6628851,64,551,0,0,62.347382,59.65642,1421948142,1421948142,0.904026,0.825463,0.001885,0.001732,0.000153,0,0,0,0,0,16,3,1,6,1,1,1,0
udp,INT,0.000003,264,0,60,0,0,0,dns,352000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1421932497,1421932497,0.003,0,0,0,0,0,0,0,0,0,9,9,6,6,6,3,6,0
udp,CON,0.004961,568,304,31,29,0,0,-,686958.3125,367667.8125,4,4,0,0,0,0,142,76,0,0,1.855924,1.631768,1421935604,1421935604,1.318333,1.160333,0,0,0,0,0,0,0,0,6,4,4,4,1,1,3,0
tcp,FIN,0.094704,3614,45854,31,29,7,24,-,300219.625,3811032.25,60,62,255,255,1054067886,1113364800,60,740,0,0,87.071563,85.327877,1421950538,1421950538,1.598966,1.54259,0.000776,0.000603,0.000173,0,0,0,0,0,2,10,8,2,1,1,1,0
tcp,FIN,0.005237,1036,2262,31,29,4,4,-,1451212.5,3168226,12,12,255,255,126360165,126604148,86,189,0,0,23.656349,0.588451,1421945021,1421945021,0.442545,0.43,0.000626,0.000501,0.000125,0,0,0,0,0,24,12,12,25,4,4,4,0
udp,CON,0.001068,146,178,31,29,0,0,dns,546816.5,666666.6875,2,2,0,0,0,0,73,89,0,0,0,0,1421927435,1421927435,0.012,0.008,0,0,0,0,0,0,0,0,12,13,1,1,1,1,1,0
udp,CON,0.004636,568,304,31,29,0,0,-,735116.5,393442.625,4,4,0,0,0,0,142,76,0,0,1.690458,1.477855,1421950533,1421950533,1.202333,1.05,0,0,0,0,0,0,0,0,5,8,7,7,1,1,4,0
tcp,FIN,1.391337,12472,12820,31,29,17,17,-,70688.83594,72528.79688,70,62,255,255,2771434279,622139251,178,207,0,0,1732.224555,1845.16729,1421945129,1421945130,20.164305,22.79636,0.00075,0.000595,0.000155,0,0,0,0,0,17,9,10,18,6,6,6,0
tcp,FIN,0.051993,2854,29218,31,29,7,17,-,429596.2813,4402131,46,48,255,255,3666848312,1552977300,62,609,0,0,73.621705,71.792908,1421945045,1421945045,1.148333,1.092915,0.000753,0.000615,0.000138,0,0,0,0,0,13,11,10,12,4,4,4,0
tcp,FIN,0.111013,2438,17024,31,29,7,12,-,171079.0625,1196184.25,38,40,255,255,2250522059,167829724,64,426,0,0,182.058858,4.858025,1421934530,1421934530,2.990811,2.832308,0.000665,0.000541,0.000124,0,0,0,0,0,2,14,1,2,1,1,1,0
tcp,FIN,4.262939,5624,7706,31,29,13,15,ssh,10374.06348,14194.90137,58,54,255,255,3804379660,1659268148,97,143,0,0,6348.572542,6582.801665,1421940675,1421940679,74.788406,80.420208,0.000945,0.000536,0.000409,0,0,0,0,0,1,3,2,1,1,1,1,0
tcp,FIN,0.077464,5278,86792,31,29,7,39,-,539192.375,8865951,92,92,255,255,1928449930,1940273121,57,943,0,0,50.163036,1.319478,1421943291,1421943291,0.847198,0.854989,0.000637,0.000511,0.000126,0,0,0,0,0,8,9,1,5,1,1,1,0
tcp,FIN,0.068544,2958,32642,31,29,7,18,-,338118.5938,3733660,48,50,255,255,3182591766,3201093353,62,653,0,0,0,80.996495,1421929514,1421929514,1.452064,1.388755,0.000619,0.000491,0.000128,0,0,0,0,0,9,5,3,4,1,1,1,0
udp,CON,0.001024,146,178,31,29,0,0,dns,570312.5,695312.5,2,2,0,0,0,0,73,89,0,0,0,0,1421931627,1421931627,0.01,0.009,0,0,0,0,0,0,0,0,2,2,1,2,1,1,1,0
tcp,FIN,0.108949,1470,1728,31,29,5,4,-,103094.1094,117853.3125,22,14,255,255,1083159453,3233115604,67,123,0,0,430.802374,15.388837,1421945416,1421945416,5.188047,8.316692,0.000817,0.000676,0.000141,0,0,0,0,0,28,5,5,21,3,3,3,0
tcp,FIN,0.004443,1470,1728,31,29,5,4,-,2528021.5,2889939.25,22,14,255,255,1746567601,1746822524,67,123,0,0,13.032615,0.38044,1421948352,1421948352,0.211571,0.289692,0.000674,0.000539,0.000135,0,0,0,0,0,11,7,5,2,1,1,1,0
udp,CON,0.00102,146,178,31,29,0,0,dns,572549.0625,698039.25,2,2,0,0,0,0,73,89,0,0,0,0,1421947066,1421947066,0.005,0.001,0,0,0,0,0,0,0,0,3,3,2,2,1,1,1,0
tcp,FIN,5.092769,2934,3742,31,29,11,15,ftp,4520.919434,5769.749023,52,54,255,255,1828588527,4028336433,56,69,0,0,6636.368299,184.383187,1421945510,1421945515,99.851453,96.080984,0.000595,0.000474,0.000121,0,0,0,1,1,10,5,11,9,5,5,9,0
tcp,FIN,0.474634,7822,14894,31,29,30,32,-,130761.8125,249050.8594,122,126,255,255,3893074882,1748816722,64,118,0,0,370.789777,367.390155,1421949691,1421949691,3.91933,3.793288,0.000592,0.000469,0.000123,0,0,0,0,0,2,6,3,3,1,1,1,0
tcp,FIN,2.640285,424,8824,31,29,1,4,-,1124.121094,24509.47461,8,12,255,255,1024569943,1984114553,53,735,0,0,27371.21261,21801.53758,1421945181,1421945184,377.131857,239.977812,0.000667,0.000522,0.000145,0,0,0,0,0,17,10,11,18,3,3,3,0
tcp,FIN,0.012522,424,8824,31,29,1,4,ftp-data,237022.8438,5167864.5,8,12,255,255,1867914521,1877376068,53,735,0,0,131.880985,74.528545,1421938796,1421938796,1.743857,1.096364,0.000583,0.000459,0.000124,0,0,0,0,0,3,3,5,6,1,1,4,0
udp,CON,0.004756,568,320,31,29,0,0,-,716568.5625,403700.5938,4,4,0,0,0,0,142,80,0,0,1.732886,1.519101,1421947595,1421947595,1.232333,1.082667,0,0,0,0,0,0,0,0,8,4,4,3,1,1,3,0
tcp,FIN,0.776779,7808,14996,31,29,30,32,-,79754.99219,153217.3281,122,126,255,255,634517494,635561106,64,119,0,0,432.637191,428.908633,1421949542,1421949543,6.41676,6.210048,0.000645,0.000511,0.000134,0,0,0,0,0,7,6,2,1,1,1,1,0
udp,CON,0.00103,146,178,31,29,0,0,dns,566990.25,691262.125,2,2,0,0,0,0,73,89,0,0,0,0,1421940877,1421940877,0.001,0.004,0,0,0,0,0,0,0,0,5,3,2,5,3,1,1,0
udp,CON,0.001035,146,178,31,29,0,0,dns,564251.25,687922.75,2,2,0,0,0,0,73,89,0,0,0,0,1421939963,1421939963,0.011,0.008,0,0,0,0,0,0,0,0,2,2,1,2,2,1,1,0
tcp,FIN,2.328695,534,354,254,252,2,1,-,1652.427612,1064.974121,10,8,255,255,1051930977,2488975141,53,44,0,0,15286.35326,527.5395,1421933235,1421933237,252.974778,320.689281,0.194239,0.08386,0.110379,0,1,0,0,0,6,5,2,2,1,1,1,1
udp,CON,0.001025,146,178,31,29,0,0,-,569756.125,694634.125,2,2,0,0,0,0,73,89,0,0,0,0,1421945206,1421945206,0.011,0.008,0,0,0,0,0,0,0,0,4,9,5,6,6,3,3,0
tcp,FIN,2.865199,12934,548216,31,29,21,197,-,35954.21875,1527195.75,224,438,255,255,4200887879,2057120243,58,1252,0,0,4752.243079,3394.404989,1421945557,1421945560,12.846914,6.555453,0.000588,0.000462,0.000126,0,0,0,0,0,20,32,2,2,2,2,2,0
tcp,FIN,0.025967,2750,24004,31,29,7,15,-,828128,7227327,44,44,255,255,1046150039,1058443137,63,546,0,0,47.211392,1.335741,1421939503,1421939503,0.593488,0.591093,0.000703,0.000547,0.000156,0,0,0,0,0,17,6,2,3,1,1,2,0
tcp,FIN,1.345893,13454,548216,31,29,21,197,-,79631.88281,3251164.75,234,438,255,255,35286180,2185296312,57,1252,0,0,1473.352546,1073.352608,1421953539,1421953540,5.774935,3.078792,0.000577,0.000455,0.000122,0,0,0,0,0,7,5,3,4,2,1,2,0
tcp,FIN,0.027612,3926,56526,31,29,7,27,-,1120382.375,16136462,66,68,255,255,1229680034,1230007975,59,831,0,0,22.55959,21.031725,1421950674,1421950674,0.419754,0.402836,0.000762,0.00061,0.000152,0,0,0,0,0,3,2,1,4,1,1,1,0
tcp,FIN,1.079832,1684,10168,31,29,3,5,http,11586.98828,71151.8125,14,18,255,255,1566820538,3713247780,120,565,1,3924,8789.201858,7696.804848,1421954426,1421954427,83.037464,63.491235,0.000609,0.000476,0.000133,0,0,1,0,0,2,2,8,1,1,1,1,0
udp,CON,0.004375,568,304,31,29,0,0,-,778971.4375,416914.2813,4,4,0,0,0,0,142,76,0,0,1.668775,1.363777,1421933629,1421933629,1.188,0.971333,0,0,0,0,0,0,0,0,11,11,3,4,1,1,3,0
